id,submitdate,lastpage,startlanguage,seed,DT01_SQ001_,DT01_SQ011_,DT01_SQ002_,DT01_SQ005_,DT01_SQ004_,DT01_SQ003_,DT01_SQ006_,DT01_SQ007_,DT01_SQ008_,DT01_SQ009_,DT01_SQ010_,DT01_other_,DT06_SQ001_,DT06_SQ002_,DT06_SQ003_,DT06_SQ004_,DT06_other_,DT02_SQ001_,DT02_SQ002_,DT02_SQ003_,DT02_SQ006_,DT02_SQ005_,DT02_other_,DT03,DT03_other_,DT04a,DT04b,DT05a,DT05b,DQ01,DQ02,DQ03_SQ001_,DQ03_SQ002_,DQ04,DHRP01,DHRP02_SQ001_,DHRP02_SQ002_,DHRP02_SQ003_,DHRP02_SQ004_,DHRP07_SQ001_,DHRP07_SQ001comment_,DHRP07_SQ002_,DHRP07_SQ002comment_,DHRP07_SQ003_,DHRP07_SQ003comment_,DHRP07_SQ004_,DHRP07_SQ004comment_,DHRP07_SQ005_,DHRP07_SQ005comment_,DHRP07_SQ006_,DHRP07_SQ006comment_,DHRP07_other_,DHRP07_othercomment_,DHRP06_SQ001_,DHRP06_SQ002_,DHRP06_SQ003_,DHRP06_SQ004_,DHRP05_SQ001_,DHRP05_SQ002_,DHRP05_SQ003_,DHRP05_SQ004_,DHRP03a_SQ001_,DHRP03a_SQ002_,DHRP03a_SQ003_,DHRP03b_SQ001_,DHRP03b_SQ002_,DHRP03b_SQ003_,DHRP03c_SQ001_,DHRP03c_SQ002_,DHRP03c_SQ003_,DHRP04_SQ001_,DHRP04_SQ002_,DHRP04_SQ003_,DHRP04_SQ004_,ORDM01,ORDM02_SQ001_,ORDM02_SQ002_,ORDM02_SQ003_,ORDM02_SQ016_,ORDM02_SQ004_,ORDM02_SQ005_,ORDM02_SQ006_,ORDM02_SQ007_,ORDM02_SQ008_,ORDM02_SQ009_,ORDM02_SQ010_,ORDM02_SQ011_,ORDM02_SQ012_,ORDM02_SQ013_,ORDM02_SQ014_,ORDM02_SQ015_,ORDM03,D03,D03_other_,D06,D02_SQ001_,D02_SQ002_,D02_SQ008_,D02_SQ003_,D02_SQ004_,D02_SQ005_,D02_SQ006_,D02_SQ007_,D02_other_
409,1980-01-01T00:00:00Z,5,de,1752129772,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,No,No,No,NA,No,Yes,No,No,Yes,NA,Proprietary and open source formats,NA,Yes,Messdaten aus Industrieprojekten,Yes,GC Analysen,100 GB - 499 GB,1 TB - 5 TB,< 10 GB,10 GB - 99 GB,Fewer than 5 people,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,NA,Tend to disagree,Tend to agree,Completely disagree,Tend to agree,Sometimes,Do not know/cannot answer,Sometimes,Do not know/cannot answer,NA,NA,NA,"Never, or almost never",Rarely,Rarely,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,"Never, or almost never",To some extent,To some extent,To some extent,To little or no extent at all,To some extent,To a large extent,To little or no extent at all,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,To a large extent,To a large extent,To a large extent,To a large extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,"Technical Chemistry, Chemical and Process Engineering, Biotechnology",No,No,No,No,No,No,Yes,No,NA
411,1980-01-01T00:00:00Z,5,de,699592375,No,Yes,No,No,No,No,No,No,No,No,No,NA,Yes,No,No,No,NA,No,Yes,No,No,Yes,NA,Proprietary and open source formats,NA,Yes,"Alter, Geschlecht, Geburtsdatum, Diagnosen, clinische Daten",No,NA,10 GB - 99 GB,1 TB - 5 TB,1 TB - 10 TB,100 GB - 999 GB,10-19 people,11-20,Sometimes,"Always, or almost always",Rarely,"Never, or almost never",No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,teilweise,"wir betreiben eine Datenbank für das Forschungsfeld, stellen unsere Daten aber auch Publikationskonform auf große Datenbanken",Tend to agree,Tend to agree,Completely disagree,Tend to agree,Sometimes,Sometimes,Sometimes,Rarely,http://bnci-horizon-2020.eu/database/data-sets,zenodo,nature scientific data,Rarely,"Never, or almost never",Sometimes,Sometimes,Sometimes,Sometimes,"Never, or almost never","Always, or almost always","Never, or almost never",Rarely,To little or no extent at all,To little or no extent at all,NA,NA,To little or no extent at all,NA,To some extent,NA,To a very large extent,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doctorate/PhD,NA,Computer Science and Biomedical Engineering,Yes,No,No,No,No,No,No,No,NA
412,1980-01-01T00:00:00Z,5,en,1707500888,No,No,Yes,Yes,No,No,No,No,Yes,No,No,NA,Yes,No,No,No,NA,No,Yes,Yes,No,Yes,NA,Proprietary and open source formats,NA,No,NA,No,NA,100 MB - 999 MB,0 - 99 GB,10 GB - 99 GB,10 GB - 99 GB,Fewer than 5 people,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,No,NA,Yes,NA,NA,NA,Tend to agree,Tend to agree,Don't know/Cannot answer,Tend to agree,"Never, or almost never",Most of the time,Rarely,Rarely,NA,NA,NA,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,"Always, or almost always",Sometimes,Most of the time,Sometimes,To some extent,To some extent,To little or no extent at all,To little or no extent at all,To some extent,To a large extent,To a large extent,To some extent,To some extent,To some extent,To some extent,To little or no extent at all,To a large extent,To some extent,To some extent,To little or no extent at all,To little or no extent at all,NA,Bachelor's Degree,NA,Computer Science and Biomedical Engineering,No,No,No,No,No,No,No,Yes,NA
414,1980-01-01T00:00:00Z,5,de,364323191,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,NA,No,Yes,Yes,No,NA,No,Yes,No,No,Yes,NA,Proprietary and open source formats,NA,Yes,Patentgeschützt,Yes,feste,< 1 MB,0 - 99 GB,< 10 GB,10 GB - 99 GB,Fewer than 5 people,1-5,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Completely agree,Tend to agree,Tend to disagree,Don't know/Cannot answer,"Never, or almost never","Never, or almost never","Always, or almost always",Sometimes,NA,NA,NA,"Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,"Never, or almost never","Always, or almost always",Sometimes,Sometimes,To some extent,To a large extent,To a very large extent,To little or no extent at all,Do not know/cannot answer,To a very large extent,To a large extent,To a very large extent,To some extent,To some extent,To a large extent,To a very large extent,Do not know/cannot answer,To a large extent,To a very large extent,To a large extent,To a large extent,NA,Doctorate/PhD,NA,"Technical Chemistry, Chemical and Process Engineering, Biotechnology",No,No,Yes,No,No,No,No,No,NA
416,1980-01-01T00:00:00Z,5,de,1500655743,No,No,Yes,No,No,Yes,Yes,No,No,No,No,NA,No,Yes,No,No,NA,No,Yes,Yes,Yes,No,NA,Open source formats exclusively,NA,Yes,Daten aus Industrieprojekten,No,NA,10 GB - 99 GB,1 TB - 5 TB,1 TB - 10 TB,10 GB - 99 GB,5-9 people,6-10,Most of the time,Sometimes,"Never, or almost never",Sometimes,No,NA,No,NA,Yes,"Passwortgeschützt am Institutsserver, ausgefülltes Formular erforderlich",No,NA,No,NA,No,NA,NA,NA,Completely agree,Tend to disagree,Tend to disagree,Completely agree,"Always, or almost always",Most of the time,Most of the time,"Never, or almost never",arxiv,github,NA,"Never, or almost never","Never, or almost never",Sometimes,Sometimes,"Always, or almost always",Sometimes,"Always, or almost always",Sometimes,Rarely,"Never, or almost never",To a large extent,To a very large extent,To a very large extent,To some extent,To some extent,To a very large extent,To some extent,To little or no extent at all,To a large extent,Do not know/cannot answer,To a large extent,To little or no extent at all,To little or no extent at all,To a very large extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Computer Science and Biomedical Engineering,No,No,No,No,No,No,Yes,No,NA
420,1980-01-01T00:00:00Z,5,de,1566258376,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,No,NA,No,Yes,Yes,Yes,Yes,NA,Proprietary and open source formats,NA,Yes,"Daten, welche Geheimhaltungsbestimmungen der Unternehmenspartner unterliegen",Yes,"Kraftstoffe, Schmierstoffe, Experimentelle Aufbauten",> 500 GB,> 5 TB,10 GB - 99 GB,< 10 GB,10-19 people,>20,Rarely,Rarely,"Never, or almost never","Never, or almost never",No,NA,Yes,Im Rahmen der Kooperationsvereinbarungen,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to disagree,Tend to disagree,Tend to agree,Tend to agree,"Never, or almost never","Never, or almost never",Rarely,"Never, or almost never",NA,NA,NA,"Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,"Always, or almost always","Always, or almost always",Rarely,"Never, or almost never",Do not know/cannot answer,Do not know/cannot answer,To some extent,Do not know/cannot answer,Do not know/cannot answer,To some extent,Do not know/cannot answer,To some extent,To some extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To a very large extent,To little or no extent at all,To some extent,To some extent,NA,Doctorate/PhD,NA,Mechanical Engineering and Economic Sciences,No,No,No,No,No,No,No,No,Leiter Forschungsgruppe
422,1980-01-01T00:00:00Z,5,en,715385617,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,NA,Yes,Yes,No,No,NA,No,Yes,No,No,Yes,NA,Proprietary and open source formats,NA,Yes,Confidential data - industrial projetcs,Yes,"Materials: powders, liquids etc",Up to 99 MB,100 GB - 499 GB,100 GB - 999 GB,10 GB - 99 GB,10-19 people,6-10,Sometimes,Rarely,Sometimes,Rarely,No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to disagree,Completely disagree,Tend to agree,Tend to agree,Sometimes,Rarely,Most of the time,"Never, or almost never",WeTransfer,NA,NA,Rarely,Rarely,Rarely,Most of the time,Rarely,"Never, or almost never","Always, or almost always",Sometimes,Sometimes,Rarely,To little or no extent at all,To little or no extent at all,To a large extent,To little or no extent at all,To little or no extent at all,To some extent,To a large extent,To a large extent,To some extent,To a very large extent,To a very large extent,To a very large extent,To a very large extent,To some extent,To little or no extent at all,To a very large extent,To a large extent,NA,Doctorate/PhD,NA,"Technical Chemistry, Chemical and Process Engineering, Biotechnology",No,No,Yes,No,No,No,No,No,NA
423,1980-01-01T00:00:00Z,5,de,1585408226,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,NA,No,No,No,Yes,NA,No,No,Yes,Yes,No,NA,Predominantly open source formats,NA,No,NA,No,NA,> 500 GB,1 TB - 5 TB,NA,NA,5-9 people,>20,"Never, or almost never","Never, or almost never",Do not know/cannot answer,Do not know/cannot answer,No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Completely agree,Don't know/Cannot answer,Completely disagree,Completely agree,"Always, or almost always","Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,Do not know/cannot answer,Do not know/cannot answer,Most of the time,"Always, or almost always","Never, or almost never","Never, or almost never","Always, or almost always","Always, or almost always","Never, or almost never","Never, or almost never",To little or no extent at all,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To some extent,To some extent,To little or no extent at all,To a very large extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To little or no extent at all,NA,Doctorate/PhD,NA,"Mathematics, Physics, and Geodesy",No,No,Yes,No,No,No,No,No,NA
427,1980-01-01T00:00:00Z,5,de,1080064298,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,NA,Yes,Yes,No,No,NA,No,No,Yes,No,Yes,NA,Proprietary and open source formats,NA,Yes,NA,No,NA,1 GB - 9 GB,0 - 99 GB,10 GB - 99 GB,10 GB - 99 GB,Fewer than 5 people,11-20,"Never, or almost never",Sometimes,"Never, or almost never","Never, or almost never",No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Completely disagree,Tend to disagree,Completely disagree,"Never, or almost never","Never, or almost never",Rarely,"Never, or almost never",NA,NA,NA,"Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,Most of the time,Most of the time,Rarely,"Never, or almost never",To a large extent,To some extent,To a very large extent,To little or no extent at all,To a large extent,To a large extent,To some extent,To a large extent,To some extent,To a large extent,To a large extent,To a large extent,To a large extent,To a large extent,To some extent,To a large extent,To some extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Electrical and Information Engineering,No,No,No,No,No,No,Yes,No,NA
430,1980-01-01T00:00:00Z,5,de,1057034773,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Messdaten, Metadaten, Zeitreihen",Yes,Yes,Yes,No,NA,Yes,Yes,Yes,Yes,Yes,NA,Predominantly open source formats,NA,Yes,Personenbezogene GIS-Daten,Yes,Wasser- und Abwasserproben,10 GB - 99 GB,100 GB - 499 GB,1 TB - 10 TB,1 TB - 10 TB,20-29 people,>20,Most of the time,Rarely,Sometimes,Rarely,No,NA,No,NA,No,NA,Yes,NA,No,NA,No,NA,NA,NA,Completely agree,Tend to disagree,Tend to disagree,Completely agree,Sometimes,Sometimes,Sometimes,"Never, or almost never",Github,Interne Zeitreihendatenbanken,NA,Sometimes,"Always, or almost always",Most of the time,Most of the time,Rarely,Sometimes,"Never, or almost never","Always, or almost always",Sometimes,"Never, or almost never",To some extent,To some extent,To some extent,Do not know/cannot answer,To a large extent,To little or no extent at all,To little or no extent at all,To a very large extent,To some extent,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To some extent,To little or no extent at all,To little or no extent at all,NA,Doctorate/PhD,NA,Civil Engineering Sciences,No,No,Yes,No,No,No,No,No,NA
431,1980-01-01T00:00:00Z,5,de,913949349,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,NA,Yes,No,No,No,NA,Yes,Yes,Yes,No,No,NA,Proprietary and open source formats,NA,Yes,NA,No,NA,10 GB - 99 GB,100 GB - 499 GB,100 GB - 999 GB,10 TB - 100 TB,5-9 people,1-5,"Never, or almost never",Sometimes,"Never, or almost never","Never, or almost never",No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to disagree,Don't know/Cannot answer,Tend to agree,Tend to agree,Rarely,"Never, or almost never",Rarely,"Never, or almost never",NA,NA,NA,"Never, or almost never",Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,"Always, or almost always",Most of the time,"Never, or almost never",Do not know/cannot answer,To a large extent,To a large extent,To a very large extent,To a large extent,To some extent,To some extent,To some extent,To some extent,Do not know/cannot answer,To some extent,To some extent,To some extent,To a large extent,To some extent,To a large extent,To some extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Mechanical Engineering and Economic Sciences,No,No,No,No,No,Yes,Yes,No,NA
434,1980-01-01T00:00:00Z,5,de,506091569,No,No,Yes,Yes,No,No,No,No,No,No,Yes,NA,No,No,No,Yes,NA,No,No,No,No,No,NA,Predominantly proprietary formats,NA,No,NA,No,NA,Up to 99 MB,0 - 99 GB,< 10 GB,< 10 GB,Fewer than 5 people,1-5,"Never, or almost never","Never, or almost never","Never, or almost never","Never, or almost never",No,NA,No,NA,No,NA,No,NA,Yes,NA,No,NA,NA,NA,Tend to disagree,Tend to disagree,Completely agree,Tend to agree,Rarely,Rarely,"Never, or almost never","Never, or almost never",arxiv,github,NA,"Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,Rarely,"Always, or almost always",Rarely,Rarely,To little or no extent at all,To little or no extent at all,To some extent,To little or no extent at all,To some extent,To a large extent,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To some extent,To little or no extent at all,To little or no extent at all,To a large extent,To little or no extent at all,To some extent,To a large extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Electrical and Information Engineering,No,No,No,No,No,No,Yes,No,NA
438,1980-01-01T00:00:00Z,5,de,1315649540,No,No,No,No,No,No,No,No,Yes,No,Yes,Messdaten in unterschiedlichen Datenformaten,Yes,Yes,No,No,NA,No,Yes,No,Yes,Yes,NA,Predominantly proprietary formats,NA,Yes,"Produktionsdaten,  Reklamationsdaten",Yes,Lebensmittel und Bedarfsgegenstände,100 MB - 999 MB,1 TB - 5 TB,NA,1 TB - 10 TB,10-19 people,>20,Rarely,Sometimes,Sometimes,"Never, or almost never",No,NA,Yes,"Projektabhängig, manchmal werden Rohdaten ausgetauscht",Yes,für Projekte gibt es p<sswortgeschütze Bereiche meist am Own Cloud Server,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Tend to disagree,Completely disagree,Tend to agree,Most of the time,Rarely,Rarely,"Never, or almost never",OwnCloud,Nextcloud,NA,Rarely,Sometimes,Sometimes,Most of the time,Sometimes,Rarely,Sometimes,"Always, or almost always",Most of the time,"Never, or almost never",To some extent,To some extent,To some extent,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To some extent,To little or no extent at all,To little or no extent at all,To some extent,To some extent,To some extent,To little or no extent at all,To some extent,To some extent,NA,Doctorate/PhD,NA,"Technical Chemistry, Chemical and Process Engineering, Biotechnology",Yes,No,No,No,No,No,No,No,NA
440,1980-01-01T00:00:00Z,5,de,358738583,No,No,No,No,No,No,No,No,Yes,No,Yes,NA,Yes,Yes,No,No,NA,No,Yes,Yes,No,No,NA,Do not know/Cannot answer,NA,Yes,Experimentelle Daten,No,NA,100 MB - 999 MB,0 - 99 GB,10 GB - 99 GB,< 10 GB,5-9 people,6-10,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,NA,NA,NA,"Never, or almost never",Most of the time,Most of the time,"Always, or almost always","Never, or almost never","Never, or almost never","Always, or almost always","Always, or almost always","Never, or almost never","Never, or almost never",To a large extent,To some extent,To a large extent,To little or no extent at all,Do not know/cannot answer,To some extent,To little or no extent at all,To little or no extent at all,To some extent,To little or no extent at all,To little or no extent at all,To some extent,To little or no extent at all,To some extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,NA,Doctorate/PhD,NA,Mechanical Engineering and Economic Sciences,No,No,No,No,Yes,No,No,No,NA
442,1980-01-01T00:00:00Z,5,de,1616901769,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,NA,Yes,No,No,No,NA,No,Yes,Yes,No,Yes,NA,Proprietary and open source formats,NA,Yes,NA,Yes,NA,1 GB - 9 GB,500 GB - 900 GB,100 GB - 999 GB,1 TB - 10 TB,Fewer than 5 people,1-5,"Never, or almost never","Never, or almost never","Never, or almost never","Never, or almost never",No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Completely disagree,Completely disagree,Completely agree,Completely agree,"Never, or almost never","Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,"Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,"Always, or almost always",Rarely,"Never, or almost never","Never, or almost never",To a very large extent,To little or no extent at all,To a very large extent,To some extent,To some extent,To some extent,To little or no extent at all,To a large extent,To a large extent,To a large extent,To little or no extent at all,To a large extent,To some extent,To some extent,To a large extent,To a large extent,To a very large extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Mechanical Engineering and Economic Sciences,No,No,No,No,No,No,Yes,No,NA
443,1980-01-01T00:00:00Z,5,de,610421604,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,NA,Yes,Yes,No,No,NA,No,Yes,Yes,No,Yes,NA,Predominantly proprietary formats,NA,No,NA,Yes,Materialproben,1 GB - 9 GB,0 - 99 GB,10 GB - 99 GB,< 10 GB,10-19 people,NA,NA,NA,NA,NA,No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Tend to agree,Tend to disagree,Don't know/Cannot answer,Sometimes,"Never, or almost never",Rarely,"Never, or almost never",NA,NA,NA,"Never, or almost never",Rarely,"Never, or almost never",NA,NA,NA,"Always, or almost always",Most of the time,"Always, or almost always","Never, or almost never",To little or no extent at all,To some extent,To some extent,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Mechanical Engineering and Economic Sciences,No,No,No,No,No,No,Yes,No,NA
